model,title,price,link,authenticity,sell_date,sell_date_dt,week_of_year
Air Jordan 1 Bred 1985,Original vintage 1985 Jordan 1 Bred Size 9 in amazing condition Right shoe only,325.0,https://www.ebay.com/itm/135429488780,,2024-12-16,2024-12-16,51
Air Jordan 1 Bred 1985,"Size 10 - Jordan 1 Retro OG High Banned, Bred",247.0,https://www.ebay.com/itm/226645169511,,2024-12-20,2024-12-20,51
Air Jordan 1 Bred 1985,Size 13 - Jordan 1 Retro OG High Patent Bred,153.0,https://www.ebay.com/itm/146435708936,,2024-12-23,2024-12-23,52
Air Jordan 1 Bred 1985,Jordan 1 Retro OG High Patent Bred - Size 13,155.0,https://www.ebay.com/itm/405634081981,,2024-12-26,2024-12-26,52
Air Jordan 1 Bred 1985,"Nike Air Jordan 1 Retro Banned 'Bred' 2016 Size 10 - Authentic, USED Condition",173.9,https://www.ebay.com/itm/387464649949,,2024-12-29,2024-12-29,52
Air Jordan 1 Bred 1985,Size 13 - Jordan 1 Retro OG High Patent Bred,240.0,https://www.ebay.com/itm/256792015633,,2025-01-01,2025-01-01,1
Air Jordan 1 Bred 1985,2016 “Bred” Air Jordan 1,239.99,https://www.ebay.com/itm/226641824337,,2025-01-05,2025-01-05,1
Air Jordan 1 Bred 1985,2016 “Bred” Air Jordan 1,219.99,https://www.ebay.com/itm/226607613459,,2025-01-08,2025-01-08,2
Air Jordan 1 Bred 1985,Jordan 1 High Patent Bred,130.0,https://www.ebay.com/itm/286382936757,,2025-01-11,2025-01-11,2
Air Jordan 1 Bred 1985,Size 13 - Jordan 1 Retro OG High Patent Bred used NO BOX !!!,120.0,https://www.ebay.com/itm/226628841812,,2025-01-14,2025-01-14,3
Air Jordan 1 Bred 1985,Nike Air Jordan 1 Retro High OG Shadow 555088-013 Size 10 2018,220.0,https://www.ebay.com/itm/135595150612,,2025-01-17,2025-01-17,3
Air Jordan 1 Bred 1985,Jordan 1 Mid Banned 2020 Size 13 554724-074 Black Red Bred OG Men’s Shoes,65.0,https://www.ebay.com/itm/316417856973,,2025-01-21,2025-01-21,4
Air Jordan 1 Bred 1985,Nike Jordan 1 Retro High “Bred Banned” 2016 Sz 10,400.0,https://www.ebay.com/itm/226091622148,,2025-01-24,2025-01-24,4
Air Jordan 1 Bred 1985,Size 10 - Jordan 1 Retro OG High Shadow !No insoles!,70.0,https://www.ebay.com/itm/405428475458,,2025-01-27,2025-01-27,5
Air Jordan 1 Bred 1985,Size 13 - Jordan 1 Retro OG High Patent Bred,175.0,https://www.ebay.com/itm/335809599122,,2025-01-30,2025-01-30,5
Air Jordan 1 Bred 1985,Air Jordan 1 High Patent Bred Sz 13,150.0,https://www.ebay.com/itm/126954882634,,2025-02-03,2025-02-03,6
Air Jordan 1 Bred 1985,Nike Air Jordan 1 Retro High 1985 OG ‘BRED’ custom services;  ‘Varsity Red’,189.0,https://www.ebay.com/itm/394333987500,,2025-02-06,2025-02-06,6
Air Jordan 1 Bred 1985,🚨Jordan 1 Retro High 85 Varsity Red Sz 12 Never Tried On Ships Same Day 🔥,305.0,https://www.ebay.com/itm/376050076177,,2025-02-09,2025-02-09,6
Air Jordan 1 Bred 1985,Size 11 - Air Jordan 1 Retro 1994 Bred,300.0,https://www.ebay.com/itm/306133574927,,2025-02-12,2025-02-12,7
Air Jordan 1 Bred 1985,Air Jordan 1 Bred Banned 2016 Size 10,165.0,https://www.ebay.com/itm/296976350531,,2025-02-15,2025-02-15,7
Air Jordan 1 Bred 1985,"Size 10 - Jordan 1 Retro OG High Banned, Bred",265.0,https://www.ebay.com/itm/316441978955,,2025-02-19,2025-02-19,8
Air Jordan 1 Bred 1985,Size 10 - Jordan 1 Retro OG High Shadow VNDS,150.0,https://www.ebay.com/itm/396252423703,,2025-02-25,2025-02-25,9
Air Jordan 1 Bred 1985,"Air Jordan 1 Retro High OG Size 10 Banned, Bred 2016",200.0,https://www.ebay.com/itm/396273333603,,2025-02-28,2025-02-28,9
Air Jordan 1 Bred 1985,"Size 10 - Jordan 1 Retro OG High Banned, Bred",430.0,https://www.ebay.com/itm/156723434982,,2025-03-03,2025-03-03,10
Air Jordan 1 Bred 1985,Size 13 - Jordan 1 Retro OG High Patent Bred,180.0,https://www.ebay.com/itm/356626261978,,2025-03-07,2025-03-07,10
Air Jordan 1 Bred 1985,Size 10 - Jordan 1 Retro OG High Shadow,110.0,https://www.ebay.com/itm/326337068596,,2025-03-10,2025-03-10,11
Air Jordan 1 Bred 1985,"Size 10 - Jordan 1 Retro OG High Banned, Bred",274.99,https://www.ebay.com/itm/335830354831,,2025-03-13,2025-03-13,11
Air Jordan 1 Bred 1985,"Jordan 1 Retro High Bred Banned 2016, US Size 10",250.0,https://www.ebay.com/itm/167342923819,,2025-03-16,2025-03-16,11
Air Jordan 1 Chicago 1985,Size 10 - 1985 Air Jordan 1 OG High Chicago (Collars Mostly Soft),1985.0,https://www.ebay.com/itm/205215375494,,2024-12-16,2024-12-16,51
Air Jordan 1 Chicago 1985,Size 10.5 Men Jordan 1 Retro Chicago (1994) 1st Reissue of 1985 Original,600.0,https://www.ebay.com/itm/276939279057,,2024-12-19,2024-12-19,51
Air Jordan 1 Chicago 1985,1985 Jordan 1 OG Chicago Men’s Size 11 Grail,650.0,https://www.ebay.com/itm/306169158575,,2024-12-23,2024-12-23,52
Air Jordan 1 Chicago 1985,Air Jordan 1 Retro High OG Chicago 2015 not 1985,850.0,https://www.ebay.com/itm/305927496501,,2024-12-26,2024-12-26,52
Air Jordan 1 Chicago 1985,Vintage Original 1985 Nike Air Jordan I 1 OG High Chicago Mens Size 8 INVESTMENT,700.0,https://www.ebay.com/itm/388042585304,,2024-12-29,2024-12-29,52
Air Jordan 1 Chicago 1985,Original 1985 Nike Air Jordan 1 8509118Y Sz 13 Chicago OG Red White Black Korea,1000.0,https://www.ebay.com/itm/135602039355,,2025-01-01,2025-01-01,1
Air Jordan 1 Chicago 1985,Vintage 1985 Air Jordan Chicago 1's size 5.5 Holy Grail Sky Jordan Youth Rare,1250.0,https://www.ebay.com/itm/256073889897,,2025-01-04,2025-01-04,1
Air Jordan 1 Chicago 1985,Nike Air Jordan 1 High Chicago Retro OG - No Box ! Lost And Found 2022,1480.0,https://www.ebay.com/itm/396269071707,,2025-01-07,2025-01-07,2
Air Jordan 1 Chicago 1985,vintage 1985 Air Jordan 1 Chicago Size 9 850911 BY Shoes Red White Black,4000.0,https://www.ebay.com/itm/126971350058,,2025-01-10,2025-01-10,2
Air Jordan 1 Chicago 1985,Size 6- 1985 Jordan 1 High Chicago Amazing Condition For Age,800.0,https://www.ebay.com/itm/176841551599,,2025-01-13,2025-01-13,3
Air Jordan 1 Chicago 1985,Vintage Original Air Jordan 1 1985 Chicago Sneakers 9.5 Wearable Excellent,2900.0,https://www.ebay.com/itm/304275219234,,2025-01-16,2025-01-16,3
Air Jordan 1 Chicago 1985,Size 8.5 - Jordan 1 OG 1985 Chicago,1400.0,https://www.ebay.com/itm/167336651636,,2025-01-19,2025-01-19,3
Air Jordan 1 Chicago 1985,Size 10 Nike Air Jordan 1 Retro OG High Banned Bred 2016 1985 Cement Sb Chicago,219.99,https://www.ebay.com/itm/146410858074,,2025-01-23,2025-01-23,4
Air Jordan 1 Chicago 1985,Size 10.5 - AJ1 Air Jordan 1 Retro High Chicago 1994 Vintage OG 1985 Style Red,399.99,https://www.ebay.com/itm/286332140011,,2025-01-29,2025-01-29,5
Air Jordan 1 Chicago 1985,Nike Air Jordan 11 Concord 12.5 47 Shoes 2018 Vintage OG XI Dunk Chicago 1 1985,309.34,https://www.ebay.com/itm/226599458469,,2025-02-01,2025-02-01,5
Air Jordan 1 Chicago 1985,Original Vintage OG 1985 Nike Air Jordan 1 Size 8 White Black Red-No insoles,750.0,https://www.ebay.com/itm/365407865290,,2025-02-04,2025-02-04,6
Air Jordan 1 Chicago 1985,OG 1985 Nike Jordan 1 Chicago size 11,820.0,https://www.ebay.com/itm/126863925439,,2025-02-07,2025-02-07,6
Air Jordan 1 Chicago 1985,Size 13 - Jordan 1 OG 1985 Chicago,1300.0,https://www.ebay.com/itm/316071223073,,2025-02-10,2025-02-10,7
Air Jordan 1 Chicago 1985,Size 9.5 - Air Jordan 1 1985 High Chicago,125.0,https://www.ebay.com/itm/365402514992,,2025-02-16,2025-02-16,7
Air Jordan 1 Chicago 1985,Size 10 - Jordan 1 Retro OG High Shadow 2018 Bred Royal UNC Chicago 1985,90.0,https://www.ebay.com/itm/235872873870,,2025-02-19,2025-02-19,8
Air Jordan 1 Chicago 1985,1985 Air Jordan 1 Chicago 850810 TY1 Made in Korea Size 11,1850.0,https://www.ebay.com/itm/226570269556,,2025-02-23,2025-02-23,8
Air Jordan 1 Chicago 1985,1985 Air Jordan Chicago 1 size 11 OG Vintage VTG Original 4280,1750.0,https://www.ebay.com/itm/116458131700,,2025-02-26,2025-02-26,9
Air Jordan 1 Chicago 1985,Size 10 - Air Jordan 1 1985 High Chicago,1950.0,https://www.ebay.com/itm/405255959250,,2025-03-04,2025-03-04,10
Air Jordan 1 Chicago 1985,Original Air Jordan 1 1985 Chicago Size 10 Never Restored And Flexible Collars,1300.0,https://www.ebay.com/itm/126074275733,,2025-03-07,2025-03-07,10
Air Jordan 1 Chicago 1985,Pristine VERY LIGHTLY USED Size 11 - Air Jordan 1-  1985 High Chicago,3850.0,https://www.ebay.com/itm/226509162328,,2025-03-10,2025-03-10,11
Air Jordan 1 Chicago 1985,1985 Nike Air Jordan 1 Chicago Baby Toddler VINTAGE/ Size 3.5 850810PD (1 Shoe),100.0,https://www.ebay.com/itm/135326425725,,2025-03-13,2025-03-13,11
Air Jordan 1 Chicago 1985,1985 Nike Air Jordan 1 Royal Vintage One OG Size 8 Bred Chicago,900.0,https://www.ebay.com/itm/256335948362,,2025-03-16,2025-03-16,11
Air Jordan 1 Retro Chicago 2013,Size 12 - Nike Air Jordan 1 Retro High Chicago 2013 Used Authentic Rare OG,210.0,https://www.ebay.com/itm/116458676209,,2024-12-16,2024-12-16,51
Air Jordan 1 Retro Chicago 2013,Nike Air Jordan Jumpman 10 City Pack Crew Chicago Socks 806407-482 X,16.0,https://www.ebay.com/itm/233735671222,,2024-12-23,2024-12-23,52
Air Jordan 1 Retro Chicago 2013,Nike Air Jordan 1 Retro OG High Chicago 2015 + store receipt Deadstock unworn!,800.0,https://www.ebay.com/itm/335857675603,,2024-12-26,2024-12-26,52
Air Jordan 1 Retro Chicago 2013,Nike Air Jordan 1 Retro High Chicago Varsity Red Size Men's 10 332550-163,400.0,https://www.ebay.com/itm/284797602992,,2024-12-29,2024-12-29,52
Air Jordan 1 Retro Chicago 2013,Size 10 - Nike Air Jordan 1 Retro High Chicago 2013 Men's Shoes - Ships Now,299.0,https://www.ebay.com/itm/405409710818,,2025-01-04,2025-01-04,1
Air Jordan 1 Retro Chicago 2013,Nike Air Jordan 1 Retro High Chicago 2015 555088-101 Men's Size,350.0,https://www.ebay.com/itm/326466922721,,2025-01-07,2025-01-07,2
Air Jordan 1 Retro Chicago 2013,Air Jordan 1 Retro High ‘Chicago’ (2013) 9.5,253.0,https://www.ebay.com/itm/405505608312,,2025-01-10,2025-01-10,2
Air Jordan 1 Retro Chicago 2013,Size 10 - Air Jordan 1 Retro OG 2013 High Bred,255.0,https://www.ebay.com/itm/167305241837,,2025-01-13,2025-01-13,3
Air Jordan 1 Retro Chicago 2013,🔥🏀2013 Nike Air Jordan 1 Chicago Size 10🏀🔥,279.99,https://www.ebay.com/itm/256834794188,,2025-01-19,2025-01-19,3
Air Jordan 1 Retro Chicago 2013,Size 10 - Jordan 1 Retro High Chicago 2013,245.0,https://www.ebay.com/itm/267171223397,,2025-01-23,2025-01-23,4
Air Jordan 1 Retro Chicago 2013,Nike Air Jordan 1 Chicago 2013  Blk/Red/White 332550-163 Sz 15 Pre-owned CLEAN,270.0,https://www.ebay.com/itm/115907129742,,2025-01-26,2025-01-26,4
Air Jordan 1 Retro Chicago 2013,Size 9.5 - Jordan 1 Retro High Chicago 2013,200.0,https://www.ebay.com/itm/376024606179,,2025-01-29,2025-01-29,5
Air Jordan 1 Retro Chicago 2013,Jordan 1 Retro High Chicago 2013 (332550-163) - Size 8 - BRAND NEW,320.0,https://www.ebay.com/itm/204566710867,,2025-02-01,2025-02-01,5
Air Jordan 1 Retro Chicago 2013,Air Jordan 1 Chicago Retro 2013 Size 12,220.0,https://www.ebay.com/itm/335804917510,,2025-02-04,2025-02-04,6
Air Jordan 1 Retro Chicago 2013,Air Jordan 1 High Chicago (2013) Sz 10.5,170.0,https://www.ebay.com/itm/126962718502,,2025-02-10,2025-02-10,7
Air Jordan 1 Retro Chicago 2013,2013 Air Jordan Chicago 1 Varsity Red Size 12,215.0,https://www.ebay.com/itm/376018225869,,2025-02-13,2025-02-13,7
Air Jordan 1 Retro Chicago 2013,Size 11 - Jordan 1 Retro Chicago (2013),425.0,https://www.ebay.com/itm/156667578919,,2025-02-16,2025-02-16,7
Air Jordan 1 Retro Chicago 2013,Size 11 - Jordan 1 Retro High Chicago 2013,300.0,https://www.ebay.com/itm/315839064585,,2025-02-23,2025-02-23,8
Air Jordan 1 Retro Chicago 2013,Size 10.5 - Jordan 1 Retro High Chicago 2013,254.99,https://www.ebay.com/itm/126787313825,,2025-03-01,2025-03-01,9
Air Jordan 1 Retro Chicago 2013,US 10 Air Jordan 1 Retro High Chicago 2013 White Black Red Leather 332550-163,175.0,https://www.ebay.com/itm/156707817734,,2025-03-04,2025-03-04,10
Air Jordan 1 Retro Chicago 2013,Air Jordan 1 Retro High OG Chicago,253.0,https://www.ebay.com/itm/335787452665,,2025-03-07,2025-03-07,10
Air Jordan 1 Retro Chicago 2013,Jordan 1 High Chicago 2015 Size 12 Used,222.0,https://www.ebay.com/itm/396182556228,,2025-03-10,2025-03-10,11
Air Jordan 1 Retro Chicago 2013,Size 8 - Preowned 2013 Jordan 1 Retro High Chicago,165.0,https://www.ebay.com/itm/146352289825,,2025-03-13,2025-03-13,11
Air Jordan 1 Retro Chicago 2013,Jordan 1 High Chicago 2013 Size 10.5,192.4,https://www.ebay.com/itm/396034626190,,2025-03-16,2025-03-16,11
Air Jordan 10 Steel 1994,Air Jordan 10 OG Steel (1994) Nike Retro 130209-101 Size US 5.5,20.0,https://www.ebay.com/itm/376036435575,,2024-12-16,2024-12-16,51
Air Jordan 10 Steel 1994,Air Jordan 10 OG Steel (1994) Nike Retro 130209-101 Size US 5.5,20.0,https://www.ebay.com/itm/375494894195,,2024-12-19,2024-12-19,51
Air Jordan 10 Steel 1994,Size 12 - Air Jordan 10 OG Steel,130.0,https://www.ebay.com/itm/116364502769,,2024-12-23,2024-12-23,52
Air Jordan 10 Steel 1994,Size 9.5 - Air Jordan 10 OG Steel stripe toe Ds,555.0,https://www.ebay.com/itm/316058360335,,2024-12-26,2024-12-26,52
Air Jordan 10 Steel 1994,1994 OG Jordan 10 Size 14,110.0,https://www.ebay.com/itm/267099566899,,2025-01-01,2025-01-01,1
Air Jordan 10 Steel 1994,Jordan 10 Steel,36.0,https://www.ebay.com/itm/296897072710,,2025-01-04,2025-01-04,1
Air Jordan 10 Steel 1994,Air Jordan 4 Retro White Thunder FQ8138-001 Ship Now,130.0,https://www.ebay.com/itm/405649909351,,2025-01-07,2025-01-07,2
Air Jordan 10 Steel 1994,Air Jordan 10 OG Steel Sz 9.5 ( Og Box Included ) Ships Fast ..,60.0,https://www.ebay.com/itm/316272232643,,2025-01-10,2025-01-10,2
Air Jordan 10 Steel 1994,Nike Air Jordan 5 Retro OG Men's Sneakers HF3975-001 Size 10 Metallic Reimagined,180.0,https://www.ebay.com/itm/226642114326,,2025-01-13,2025-01-13,3
Air Jordan 10 Steel 1994,Size 10 - Nike Air Jordan 3 Retro OG 2024 Black Cement,150.0,https://www.ebay.com/itm/226640906943,,2025-01-19,2025-01-19,3
Air Jordan 10 Steel 1994,Size 10 - Air Jordan 10 Retro 2005 Steel,20.0,https://www.ebay.com/itm/176854631230,,2025-01-23,2025-01-23,4
Air Jordan 10 Steel 1994,Original Nike Air Jordan X  10 OG Powder Blue 1994 1995 Deadstock Sz 10 Vintage,350.0,https://www.ebay.com/itm/186922075421,,2025-01-26,2025-01-26,4
Air Jordan 10 Steel 1994,Nike Air Jordan 10 OG Charlotte Hornets 1994 Powder Blue Sz 9 130209-102 Wearble,51.0,https://www.ebay.com/itm/196845280221,,2025-01-29,2025-01-29,5
Air Jordan 10 Steel 1994,Air Jordan 10 Retro 2005 Red Steel Size 9.5 Pre-Owned 310805-161,100.0,https://www.ebay.com/itm/235954729694,,2025-02-01,2025-02-01,5
Air Jordan 10 Steel 1994,Size 10 - Air Jordan 4 Retro Bred Reimagined,100.0,https://www.ebay.com/itm/376020363942,,2025-02-04,2025-02-04,6
Air Jordan 10 Steel 1994,Nike Air Jordan 10 - Men’s sz. 10.5 - “Steel Grey” (2005 release),60.97,https://www.ebay.com/itm/156646094162,,2025-02-07,2025-02-07,6
Air Jordan 10 Steel 1994,Size 10 - Air Jordan 4 Retro 2024 Military Blue,100.0,https://www.ebay.com/itm/306171726276,,2025-02-10,2025-02-10,7
Air Jordan 10 Steel 1994,"US Air Jordan 4 Retro ""White Thunder"" Basketball shoes - Men's - Black and white",86.0,https://www.ebay.com/itm/146446073054,,2025-02-13,2025-02-13,7
Air Jordan 10 Steel 1994,Air Jordan 10 Blackout,145.0,https://www.ebay.com/itm/356532812450,,2025-02-16,2025-02-16,7
Air Jordan 10 Steel 1994,Nike Air Jordan 10 Steel,125.0,https://www.ebay.com/itm/167258980821,,2025-02-19,2025-02-19,8
Air Jordan 10 Steel 1994,Size 10.5 - Air Jordan 10 Retro 2013 Steel With Original Box,129.99,https://www.ebay.com/itm/235969751169,,2025-02-23,2025-02-23,8
Air Jordan 10 Steel 1994,2005 Air Jordan Nike Retro 10 Steel Toe Black Grey White 20 Year Box 310805 101,139.99,https://www.ebay.com/itm/326441373593,,2025-02-26,2025-02-26,9
Air Jordan 10 Steel 1994,Size 9.5 - Jordan 10 Retro Steel (2013) *USED*,150.0,https://www.ebay.com/itm/167274658274,,2025-03-04,2025-03-04,10
Air Jordan 10 Steel 1994,Air Jordan 10/13 Countdown Pack Playoff Shadow Size 10 Used,25.0,https://www.ebay.com/itm/197088792398,,2025-03-10,2025-03-10,11
Air Jordan 10 Steel 1994,Nike Air Jordan 10 Retro Steel 2013 Size 10.5 Authentic Aj10 Used White Mj,140.0,https://www.ebay.com/itm/335782427572,,2025-03-13,2025-03-13,11
Air Jordan 10 Steel 1994,Air Jordan 8 Playoff Sz 10,150.0,https://www.ebay.com/itm/126987030066,,2025-03-16,2025-03-16,11
Air Jordan 11 Concord 1995,1995 Nike Air Jordan 11 OG Concord Size 10 Black & White Vintage Rare,399.99,https://www.ebay.com/itm/134704410982,,2024-12-16,2024-12-16,51
Air Jordan 11 Concord 1995,Nike Air Jordan 11 Concord 1995,180.0,https://www.ebay.com/itm/394925204140,,2024-12-19,2024-12-19,51
Air Jordan 11 Concord 1995,Size 12 -  Air Jordan 11 OG 1995 Concord,350.0,https://www.ebay.com/itm/396318997222,,2024-12-22,2024-12-22,51
Air Jordan 11 Concord 1995,Size 9.5 - Air Jordan 11 OG 1995 Concord,399.0,https://www.ebay.com/itm/335464254287,,2024-12-25,2024-12-25,52
Air Jordan 11 Concord 1995,Jordan 11 OG Concord 1995 - Size 11 - Vintage Original Release- No Box,199.0,https://www.ebay.com/itm/354871441149,,2024-12-28,2024-12-28,52
Air Jordan 11 Concord 1995,Nike Air Jordan 11 1995 Concord OG Size 10🦄,90.0,https://www.ebay.com/itm/126905840474,,2024-12-31,2024-12-31,1
Air Jordan 11 Concord 1995,Nike Air Jordan 11 (XI) Concord VTG 1995 OG 130245-101 OG BOX ONLY Size 10.5,25.0,https://www.ebay.com/itm/286323297074,,2025-01-03,2025-01-03,1
Air Jordan 11 Concord 1995,Size 8.5 1995 Air Jordan 11 OG Concord. WITH BOX NOS,350.24,https://www.ebay.com/itm/116434053216,,2025-01-06,2025-01-06,2
Air Jordan 11 Concord 1995,Nike Air Jordan 11 (XI) Concord VTG 1995 OG Size 11 w/ Orginal Box 130245-101,249.0,https://www.ebay.com/itm/396160509402,,2025-01-09,2025-01-09,2
Air Jordan 11 Concord 1995,Air  Jordan 11 Vintage 1995,60.0,https://www.ebay.com/itm/256769649771,,2025-01-12,2025-01-12,2
Air Jordan 11 Concord 1995,Size 10 - Air Jordan 11 OG 1995 Concord,250.0,https://www.ebay.com/itm/126788240838,,2025-01-15,2025-01-15,3
Air Jordan 11 Concord 1995,Nike Air Jordan 11 Concord Vintage 1995 Original OG Size 12 Pre Owned Used,74.95,https://www.ebay.com/itm/266985719655,,2025-01-18,2025-01-18,3
Air Jordan 11 Concord 1995,Nike Air Jordan 11 OG Concord (1995) 130245-101 Size EU 44 UK 9 US 10,175.0,https://www.ebay.com/itm/326245806082,,2025-01-24,2025-01-24,4
Air Jordan 11 Concord 1995,Jordan 11 Concord,90.0,https://www.ebay.com/itm/356655852756,,2025-01-27,2025-01-27,5
Air Jordan 11 Concord 1995,Size 11 - Jordan 11 Retro Concord 2011,120.0,https://www.ebay.com/itm/286410068706,,2025-02-02,2025-02-02,5
Air Jordan 11 Concord 1995,Size 10 - Jordan 11 Retro High Concord,100.0,https://www.ebay.com/itm/126958463055,,2025-02-05,2025-02-05,6
Air Jordan 11 Concord 1995,Size 11.5 - Jordan 11 Retro High Concord,120.0,https://www.ebay.com/itm/167374593352,,2025-02-08,2025-02-08,6
Air Jordan 11 Concord 1995,Jordan 11 Concord,50.0,https://www.ebay.com/itm/226506690588,,2025-02-14,2025-02-14,7
Air Jordan 11 Concord 1995,Jordan 11 Carolina Blue Size 15,165.0,https://www.ebay.com/itm/326488215319,,2025-02-17,2025-02-17,8
Air Jordan 11 Concord 1995,Size 10.5 - Jordan 11 Retro High Concord 2018,175.0,https://www.ebay.com/itm/176914620194,,2025-02-20,2025-02-20,8
Air Jordan 11 Concord 1995,Size 13 - Jordan 11 Retro High Concord,70.0,https://www.ebay.com/itm/205349911858,,2025-02-23,2025-02-23,8
Air Jordan 11 Concord 1995,Jordan 11 Retro Concord (2018),120.0,https://www.ebay.com/itm/396160312736,,2025-02-26,2025-02-26,9
Air Jordan 11 Concord 1995,Size 12 Nike Air Jordan 11 Retro Concord ICY Black White EXCELLENT 378037-100,195.0,https://www.ebay.com/itm/326467293462,,2025-03-04,2025-03-04,10
Air Jordan 11 Concord 1995,Size 9.5 - Jordan 11 Retro High Concord,145.0,https://www.ebay.com/itm/135599037675,,2025-03-07,2025-03-07,10
Air Jordan 11 Concord 1995,Jordan 11 Retro Concord,140.0,https://www.ebay.com/itm/156607651916,,2025-03-10,2025-03-10,11
Air Jordan 11 Concord 1995,Jordan 11 Concord (Size 9),165.0,https://www.ebay.com/itm/375956495674,,2025-03-13,2025-03-13,11
Air Jordan 11 Concord 1995,Size 10.5 - Jordan 11 Retro High Concord,185.0,https://www.ebay.com/itm/316135824393,,2025-03-16,2025-03-16,11
Air Jordan 12 Flu Game 1997,Size 14 - Air Jordan 12 OG 1997 Flu Game,164.99,https://www.ebay.com/itm/365155547311,,2024-12-16,2024-12-16,51
Air Jordan 12 Flu Game 1997,1996 Air Jordan 12 XII OG FLU GAME BRED Size 12 130690-061 Restored Not Retro,105.0,https://www.ebay.com/itm/156715566811,,2024-12-22,2024-12-22,51
Air Jordan 12 Flu Game 1997,Size 9 - Air Jordan 12 OG 1997 Flu Game,260.0,https://www.ebay.com/itm/176313902232,,2024-12-25,2024-12-25,52
Air Jordan 12 Flu Game 1997,DS 1997 Jordan 12 Flu Game Size 10,444.0,https://www.ebay.com/itm/285977653623,,2024-12-28,2024-12-28,52
Air Jordan 12 Flu Game 1997,Size 9.5 - Air Jordan 12 OG 1997 Flu Game,245.0,https://www.ebay.com/itm/196628767112,,2024-12-31,2024-12-31,1
Air Jordan 12 Flu Game 1997,Nike Air Jordan 12 OG Size 9.5 1997 Flu Game Black/Red,150.0,https://www.ebay.com/itm/126534202696,,2025-01-03,2025-01-03,1
Air Jordan 12 Flu Game 1997,Nike Air Jordan 12 XII OG Flu Game Black Red 130690 061 VINTAGE W/BOX DS 11,277.54,https://www.ebay.com/itm/267167712074,,2025-01-06,2025-01-06,2
Air Jordan 12 Flu Game 1997,1997 Jordan 12 OG “Flu Game” 9.5M,148.0,https://www.ebay.com/itm/356608256374,,2025-01-09,2025-01-09,2
Air Jordan 12 Flu Game 1997,DS OG 1997 Air Jordan 12 XII Flu Game Bred 11.5 FLAWLESS CONDITION 97 2025 Retro,440.0,https://www.ebay.com/itm/376016582627,,2025-01-12,2025-01-12,2
Air Jordan 12 Flu Game 1997,1997 Jordan 12 OG “Flu Game” 9.5M,183.9344,https://www.ebay.com/itm/356532300050,,2025-01-15,2025-01-15,3
Air Jordan 12 Flu Game 1997,Nike Air Jordan 12 XII OG Flu Game Black Red 130690 061 VINTAGE  10,127.41,https://www.ebay.com/itm/267146008411,,2025-01-18,2025-01-18,3
Air Jordan 12 Flu Game 1997,Size 11 - Jordan Retro 12 Flu Game 1997,120.0,https://www.ebay.com/itm/256788114525,,2025-01-21,2025-01-21,4
Air Jordan 12 Flu Game 1997,Nike Air Jordan 12 OG 1997 Flu Game Black/Red 130690-061 Size 10,59.95,https://www.ebay.com/itm/296862881885,,2025-01-24,2025-01-24,4
Air Jordan 12 Flu Game 1997,Air Jordan 12 - Flu Game OG 1997 - Red and Black Mens Shoes Size 9,50.0,https://www.ebay.com/itm/267069509890,,2025-01-27,2025-01-27,5
Air Jordan 12 Flu Game 1997,Nike Air Jordan 12 XII OG Flu Game Black Red 130690 061 VINTAGE DS 10,120.0,https://www.ebay.com/itm/267134944854,,2025-01-30,2025-01-30,5
Air Jordan 12 Flu Game 1997,Nike Air Jordan 12 OG Size 8.5 1997 Flu Game Black/Red,160.0,https://www.ebay.com/itm/126588865164,,2025-02-02,2025-02-02,5
Air Jordan 12 Flu Game 1997,NIKE AIR JORDAN 3 RETRO DB DOERNBECHER FIRE RED CEMENT BLACK SNEAKERS 11,339.99,https://www.ebay.com/itm/235910946402,,2025-02-05,2025-02-05,6
Air Jordan 12 Flu Game 1997,Size 9 - Air Jordan 12 OG 1997 Flu Game,550.0,https://www.ebay.com/itm/204942094108,,2025-02-08,2025-02-08,6
Air Jordan 12 Flu Game 1997,Size 11.5 - Air Jordan XII OG 1997 Flu Game with Box (130690-061),320.0,https://www.ebay.com/itm/375839264372,,2025-02-11,2025-02-11,7
Air Jordan 12 Flu Game 1997,Nike Air Jordan 12 OG 1997 Flu Game Black/Red 130690-061 Size 9.5,65.0,https://www.ebay.com/itm/196942643439,,2025-02-14,2025-02-14,7
Air Jordan 12 Flu Game 1997,NIKE AIR JORDAN 3 RETRO DB DOERNBECHER FIRE RED CEMENT BLACK SNEAKERS 11,339.99,https://www.ebay.com/itm/235898453870,,2025-02-17,2025-02-17,8
Air Jordan 12 Flu Game 1997,Size 11  Air Jordan 12 OG 1997 Flu Game Made In Taiwan Original Vintage,30.0,https://www.ebay.com/itm/266973430402,,2025-02-20,2025-02-20,8
Air Jordan 12 Flu Game 1997,Jordan 12 Flu Game Bred 1997 Size 11,120.0,https://www.ebay.com/itm/326395409151,,2025-02-23,2025-02-23,8
Air Jordan 12 Flu Game 1997,Jordan 12 Flu Game Bred 1997 Size 10.5,120.0,https://www.ebay.com/itm/326381899077,,2025-02-26,2025-02-26,9
Air Jordan 12 Flu Game 1997,100% AUTHENTIC 1997 NIKE AIR JORDAN XII (12) FLU GAME BRED SHOES DB OG BIN QS,399.0,https://www.ebay.com/itm/205126084604,,2025-03-01,2025-03-01,9
